id,work_title,country,year,original_title,speaker,quote_text,word_count,lang,source_name,source_url,retrieved_at,license_note,verified,popularity_score,emotion_valence,emotion_arousal,emotion_labels,semantic_tokens,section_hint,tags
498,Descendants of the Sun,K,2016,,,Should I apologize … or confess my love?,7,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,1.0,0.4,"[""tenderness""]","[""apologize"", ""confess"", ""love""]",html_scrape,country:K|usage:merch_forbidden|desk:soft_craft|usage:inline_example_ok|usage:epigraph_ok|trope:confession
502,Descendants of the Sun,K,2016,,,You never know. Today’s plan might change tomorrow.,9,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.4,"[""resolve""]","[""never"", ""know"", ""today"", ""plan"", ""might"", ""change"", ""tomorrow""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve
503,Descendants of the Sun,K,2016,,,If you’re a doctor act like one.,8,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""doctor"", ""act"", ""like"", ""one""]",html_scrape,country:K|usage:merch_forbidden
508,Descendants of the Sun,K,2016,,,I’ll give only the right orders.,7,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""give"", ""only"", ""right"", ""orders""]",html_scrape,country:K|usage:merch_forbidden
509,Descendants of the Sun,K,2016,,,Was this something you never thought you’d hear?,9,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.4,"[""resolve""]","[""something"", ""never"", ""thought"", ""hear""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve
514,Descendants of the Sun,K,2016,,,Being serious when it’s serious only makes it worse.,10,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""being"", ""serious"", ""serious"", ""only"", ""makes"", ""worse""]",html_scrape,country:K|usage:merch_forbidden
518,Descendants of the Sun,K,2016,,,Lending a hand to another … means you have more responsibilities to take.,12,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""lending"", ""hand"", ""another"", ""means"", ""more"", ""responsibilities"", ""take""]",html_scrape,country:K|usage:merch_forbidden
522,Descendants of the Sun,K,2016,,,You are already beautiful,4,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,1.0,0.25,"[""tenderness""]","[""already"", ""beautiful""]",html_scrape,country:K|usage:merch_forbidden
525,Descendants of the Sun,K,2016,,,"Yes … you know, I have (been bewitched by something).",9,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""know"", ""bewitched"", ""something""]",html_scrape,country:K|usage:merch_forbidden
526,Descendants of the Sun,K,2016,,,Have you ever been bewitched by something?,7,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""ever"", ""bewitched"", ""something""]",html_scrape,country:K|usage:merch_forbidden
528,Descendants of the Sun,K,2016,,,Didn’t you say the beach is far from here?,10,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""didn"", ""say"", ""beach"", ""far"", ""here""]",html_scrape,country:K|usage:merch_forbidden
531,Descendants of the Sun,K,2016,,,I feel most excited before the lights of the theater go out.,12,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""feel"", ""most"", ""excited"", ""before"", ""lights"", ""theater"", ""out""]",html_scrape,country:K|usage:merch_forbidden|desk:soft_craft
7,Goblin,K,2016,,Kim Shin,You are my life and my death. And I like you.,11,en,Times Now,https://www.timesnownews.com/web-stories/entertainment/goblin-9-quotes-gong-yoo-kim-go-eun-lee-dong-wook-that-are-deep-emotional-wholesome/photostory/115944033.cms,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""life"", ""death"", ""like""]",curated,country:K|usage:merch_forbidden|trope:confession
8,Goblin,K,2016,,Kim Shin,Every moment I spent with you shined.,7,en,Times Now,https://www.timesnownews.com/web-stories/entertainment/goblin-9-quotes-gong-yoo-kim-go-eun-lee-dong-wook-that-are-deep-emotional-wholesome/photostory/115944033.cms,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""every"", ""moment"", ""spent"", ""shined""]",curated,country:K|usage:merch_forbidden
9,Goblin,K,2016,,Kim Shin,What are you going to choose? Sadness or love?,9,en,Sperohope,https://en.sperohope.com/las-50-mejores-frases-de-goblin,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,48.0,1.0,0.4,"[""tenderness""]","[""going"", ""choose"", ""sadness"", ""love""]",curated,country:K|usage:merch_forbidden|desk:soft_craft|usage:inline_example_ok|usage:epigraph_ok
10,Goblin,K,2016,,Ji Eun-tak,Who are you to judge whether or not I am valuable?,11,en,Sperohope,https://en.sperohope.com/las-50-mejores-frases-de-goblin,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,48.0,0.0,0.25,"[""longing""]","[""judge"", ""whether"", ""valuable""]",curated,country:K|usage:merch_forbidden
6,Crash Landing on You,K,2019,,Go Myung-suk,"If your view of something is already negative, then everything will look wrong.",13,en,Morning Lazziness,https://www.morninglazziness.com/web-stories/10-best-quotes-from-crash-landing-on-you/,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""resolve""]","[""view"", ""something"", ""already"", ""negative"", ""then"", ""everything"", ""look"", ""wrong""]",curated,country:K|usage:merch_forbidden|emotion:resolve
555,Crash Landing on You,K,2019,,,"약속하시오. 내 눈에 보이는 데만 있겠다고. 내 눈에 보이는 데 있으면, 안전할 거요. (Promise me. You'll stay in my sight. If you're in my sight, you'll be safe.)",15,en,MovieSense,https://moviesense.io/crash-landing-on-you/quotes,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.25,"[""resolve""]","[""promise"", ""you'll"", ""stay"", ""sight"", ""you're"", ""sight"", ""you'll"", ""safe""]",html_scrape,country:K|usage:merch_forbidden|usage:inline_example_ok|emotion:resolve
15,Descendants of the Sun,K,2016,,Seo Dae-young,I do not have the skills to explain the things of the heart.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:26:39.298140+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.25,"[""tenderness""]","[""skills"", ""explain"", ""things"", ""heart""]",E1,country:K|usage:merch_forbidden|desk:soft_craft|usage:epigraph_ok
479,Descendants of the Sun,K,2016,,,We learn to get beat up first before we learn to hit others.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""learn"", ""get"", ""beat"", ""first"", ""before"", ""learn"", ""hit"", ""others""]",html_scrape,country:K|usage:merch_forbidden
481,Descendants of the Sun,K,2016,,,Soldiers don’t have girlfriends because it’s too hard (too much work).,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""soldiers"", ""don"", ""girlfriends"", ""because"", ""too"", ""hard"", ""too"", ""much"", ""work""]",html_scrape,country:K|usage:merch_forbidden
482,Descendants of the Sun,K,2016,,,I fight for life. But your fight .. is to protect others through death.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.55,"[""tenderness"", ""resolve""]","[""fight"", ""life"", ""fight"", ""protect"", ""others"", ""through"", ""death""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve|emotion:tenderness
483,Descendants of the Sun,K,2016,,,"I believe that life is sanctified, and that no value or ideology is above is.",15,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""believe"", ""life"", ""sanctified"", ""value"", ""ideology"", ""above""]",html_scrape,country:K|usage:merch_forbidden
484,Descendants of the Sun,K,2016,,,"Guns are not like dogs. They don’t recognize their owners. If I shoot, you’ll get shot.",18,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""guns"", ""like"", ""dogs"", ""don"", ""recognize"", ""owners"", ""shoot"", ""get"", ""shot""]",html_scrape,country:K|usage:merch_forbidden
487,Descendants of the Sun,K,2016,,,This is the end of something when it’s bewitched by a beautiful thing .,14,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.25,"[""tenderness""]","[""end"", ""something"", ""bewitched"", ""beautiful"", ""thing""]",html_scrape,country:K|usage:merch_forbidden
490,Descendants of the Sun,K,2016,,,The doctor will save her patient and I will protect what I have to.,14,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""tenderness"", ""resolve""]","[""doctor"", ""save"", ""patient"", ""protect""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve|emotion:tenderness
492,Descendants of the Sun,K,2016,,,"I ran away because it was an order, it wasn’t my own will.",14,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing"", ""resolve""]","[""ran"", ""away"", ""because"", ""order"", ""wasn"", ""own""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve|emotion:longing
493,Descendants of the Sun,K,2016,,,You are just the person I was looking for. But you shouldn’t be here.,15,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""person"", ""looking"", ""shouldn"", ""here""]",html_scrape,country:K|usage:merch_forbidden
495,Descendants of the Sun,K,2016,,,War is easy and Peace is always an issue. Perhaps that’s why dictators always live long.,17,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.55,"[""resolve""]","[""war"", ""easy"", ""peace"", ""always"", ""issue"", ""perhaps"", ""dictators"", ""always"", ""live"", ""long""]",html_scrape,country:K|usage:merch_forbidden|emotion:resolve
496,Descendants of the Sun,K,2016,,,It’s my belief that … a life chasing after money is better than being chased by money.,17,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""belief"", ""life"", ""chasing"", ""after"", ""money"", ""better"", ""than"", ""being"", ""chased"", ""money""]",html_scrape,country:K|usage:merch_forbidden
501,Descendants of the Sun,K,2016,,,I am the one who missed all the opportunities . How could he have loved me.,15,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""one"", ""missed"", ""opportunities"", ""loved""]",html_scrape,country:K|usage:merch_forbidden
505,Descendants of the Sun,K,2016,,,Do not get hurt. This is an order. Keep that order with your life!,14,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,-1.0,0.25,"[""melancholy""]","[""get"", ""hurt"", ""order"", ""keep"", ""order"", ""life""]",html_scrape,country:K|usage:merch_forbidden|emotion:melancholy
506,Descendants of the Sun,K,2016,,,I’ve been regretting .. not saying goodbye to you before I left on that day.,15,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""regretting"", ""saying"", ""goodbye"", ""before"", ""left"", ""day""]",html_scrape,country:K|usage:merch_forbidden
507,Descendants of the Sun,K,2016,,,There is no best decision at rescue fields. We just solve problem .. that are in front of us.,18,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""there"", ""best"", ""decision"", ""rescue"", ""fields"", ""solve"", ""problem"", ""front""]",html_scrape,country:K|usage:merch_forbidden
510,Descendants of the Sun,K,2016,,,I can’t wipe your tears since you didn’t answer my questions.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""wipe"", ""tears"", ""since"", ""didn"", ""answer"", ""questions""]",html_scrape,country:K|usage:merch_forbidden
512,Descendants of the Sun,K,2016,,,Your doctor is not a TV channel. You can’t switch it whenever you want.,15,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""doctor"", ""channel"", ""switch"", ""whenever"", ""want""]",html_scrape,country:K|usage:merch_forbidden
515,Descendants of the Sun,K,2016,,,I want our relationship to be a melodrama but it turns into a blockbusters.,14,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""want"", ""relationship"", ""melodrama"", ""turns"", ""blockbusters""]",html_scrape,country:K|usage:merch_forbidden
516,Descendants of the Sun,K,2016,,,"You do your job as a doctor. If we have to kill someone, I’ll do my job.",18,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""job"", ""doctor"", ""kill"", ""someone"", ""job""]",html_scrape,country:K|usage:merch_forbidden
517,Descendants of the Sun,K,2016,,,Love compels us to do things for others that they can do themselves.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.4,"[""tenderness""]","[""love"", ""compels"", ""things"", ""others"", ""themselves""]",html_scrape,country:K|usage:merch_forbidden|desk:soft_craft|usage:inline_example_ok|usage:epigraph_ok
519,Descendants of the Sun,K,2016,,,Why are you giving off your charm? I’ve already fallen for you.,13,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""giving"", ""off"", ""charm"", ""already"", ""fallen""]",html_scrape,country:K|usage:merch_forbidden
521,Descendants of the Sun,K,2016,,,I hope you don’t think my kiss is bad. I did it after thinking a thousand times,18,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.4,"[""tenderness""]","[""hope"", ""don"", ""think"", ""kiss"", ""bad"", ""after"", ""thinking"", ""thousand"", ""times""]",html_scrape,country:K|usage:merch_forbidden
523,Descendants of the Sun,K,2016,,,You have so many men to worry about. Just worry about me from now on.,15,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""many"", ""men"", ""worry"", ""worry"", ""now""]",html_scrape,country:K|usage:merch_forbidden
527,Descendants of the Sun,K,2016,,,Because it is far away ... I want to spend more time with you.,13,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,0.0,0.25,"[""longing""]","[""because"", ""far"", ""away"", ""want"", ""spend"", ""more"", ""time""]",html_scrape,country:K|usage:merch_forbidden|emotion:longing
529,Descendants of the Sun,K,2016,,,"My principle is that children, beautiful women and the elderly need to be protected.",14,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,44.0,1.0,0.25,"[""tenderness""]","[""principle"", ""children"", ""beautiful"", ""women"", ""elderly"", ""need"", ""protected""]",html_scrape,country:K|usage:merch_forbidden
497,Descendants of the Sun,K,2016,,,"No matter how big or small, all my decisions include my comrades’ honor, glory and their call to duty.",19,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,0.0,0.25,"[""longing""]","[""matter"", ""big"", ""small"", ""decisions"", ""include"", ""comrades"", ""honor"", ""glory"", ""call"", ""duty""]",html_scrape,country:K|usage:merch_forbidden
499,Descendants of the Sun,K,2016,,,"You are very charming but dangerous. I don’t like it. Everytime I catch your eyes, I am charmed.",19,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,0.0,0.25,"[""longing""]","[""very"", ""charming"", ""dangerous"", ""don"", ""like"", ""everytime"", ""catch"", ""eyes"", ""charmed""]",html_scrape,country:K|usage:merch_forbidden
500,Descendants of the Sun,K,2016,,,I should’t have received an apology. I should have held him. And I should have confessed my love.,19,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,1.0,0.4,"[""tenderness""]","[""received"", ""apology"", ""held"", ""confessed"", ""love""]",html_scrape,country:K|usage:merch_forbidden|desk:soft_craft|usage:inline_example_ok|usage:epigraph_ok
504,Descendants of the Sun,K,2016,,,"Do not get hurt. If we get hurt, we can’t save the people who need to be rescued.",19,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,-1.0,0.25,"[""melancholy""]","[""get"", ""hurt"", ""get"", ""hurt"", ""save"", ""people"", ""need"", ""rescued""]",html_scrape,country:K|usage:merch_forbidden|emotion:melancholy
511,Descendants of the Sun,K,2016,,,"If you want to run away, make sure to take me with you. It would be much better if we run away together.",23,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,1.0,0.55,"[""longing""]","[""want"", ""run"", ""away"", ""make"", ""sure"", ""take"", ""much"", ""better"", ""run"", ""away"", ""together""]",html_scrape,country:K|usage:merch_forbidden|trope:found_family|desk:soft_craft|usage:inline_example_ok|emotion:longing
513,Descendants of the Sun,K,2016,,,"Don’t feel embarrassed just because I found out that you like me. Even so, it doesn’t change that I like you more.",24,en,Slice of Asian Life,https://sliceofasianlife.com/2016/04/13/descendants-of-the-sun-quotes/,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,0.0,0.25,"[""longing""]","[""don"", ""feel"", ""embarrassed"", ""because"", ""found"", ""out"", ""like"", ""even"", ""doesn"", ""change"", ""like"", ""more""]",html_scrape,country:K|usage:merch_forbidden|desk:soft_craft|trope:confession
524,Descendants of the Sun,K,2016,,,"Regarding the kiss, what should I do? Should I apologize for that? Should I confess my feeling to you?",19,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,0.0,0.4,"[""longing""]","[""regarding"", ""kiss"", ""apologize"", ""confess"", ""feeling""]",html_scrape,country:K|usage:merch_forbidden|trope:confession
530,Descendants of the Sun,K,2016,,,This is the most exciting moment since my birth. The moment I am with a beautiful woman before the lights (of the cinema) go out.,25,en,The Korea Times,https://www.koreatimes.co.kr/entertainment/shows-dramas/20160310/10-sweetest-quotes-from-descendants-of-the-sun,2026-08-28T20:34:44.329072+00:00,quoted_for_commentary_candidate,1,40.0,1.0,0.25,"[""tenderness""]","[""most"", ""exciting"", ""moment"", ""since"", ""birth"", ""moment"", ""beautiful"", ""woman"", ""before"", ""lights"", ""cinema"", ""out""]",html_scrape,country:K|usage:merch_forbidden
